#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0043067	Regulation of programmed cell death	22	1492	0.66	1.48e-07	9606.ENSP00000162749,9606.ENSP00000233154,9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000339328,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000365458,9606.ENSP00000375711,9606.ENSP00000379350,9606.ENSP00000386896,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000453302,9606.ENSP00000482169,9606.ENSP00000496959	TNFRSF1A,NCK2,KDR,STAT5B,ITGA5,TLR3,DAB2,MET,HCLS1,PLAUR,PTPN1,ABL1,SRC,HNRNPK,AKT1S1,ITGB1,ITGA6,LYN,ADM,ADAM8,NEFL,ITGAM
GO:0031325	Positive regulation of cellular metabolic process	31	3114	0.49	1.76e-07	9606.ENSP00000162749,9606.ENSP00000233154,9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000320509,9606.ENSP00000324856,9606.ENSP00000339328,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000365458,9606.ENSP00000376024,9606.ENSP00000378845,9606.ENSP00000384364,9606.ENSP00000386896,9606.ENSP00000389377,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000462468,9606.ENSP00000483825,9606.ENSP00000496959	TNFRSF1A,NCK2,KDR,STAT5B,ITGA5,TLR3,DAB2,MET,HCLS1,BANK1,STK11,PLAUR,CRKL,GFRA1,PTPN1,ABL1,SRC,HNRNPK,SNX9,LAT,NPY,ITGA6,NFATC1,MAVS,LYN,ADM,DAG1,ADAM8,YES1,IKBKG,ITGAM
GO:0050731	Positive regulation of peptidyl-tyrosine phosphorylation	10	194	1.21	2.08e-07	9606.ENSP00000162749,9606.ENSP00000293379,9606.ENSP00000320176,9606.ENSP00000320509,9606.ENSP00000347591,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000428924,9606.ENSP00000462468	TNFRSF1A,ITGA5,HCLS1,BANK1,GFRA1,PTPN1,ABL1,SRC,LYN,YES1
GO:0051128	Regulation of cellular component organization	27	2365	0.55	2.12e-07	9606.ENSP00000001008,9606.ENSP00000162749,9606.ENSP00000233154,9606.ENSP00000254322,9606.ENSP00000263923,9606.ENSP00000264896,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000324856,9606.ENSP00000339328,9606.ENSP00000346300,9606.ENSP00000349436,9606.ENSP00000352264,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000365458,9606.ENSP00000376024,9606.ENSP00000376367,9606.ENSP00000386896,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000432472,9606.ENSP00000442600,9606.ENSP00000447730,9606.ENSP00000482169	FKBP4,TNFRSF1A,NCK2,DNAJB1,KDR,SCARB2,DAB2,MET,HCLS1,STK11,PLAUR,CRKL,ADAM15,CD2AP,PTPN1,ABL1,SRC,HNRNPK,SNX9,WASF1,ITGA6,MAVS,LYN,BRK1,DAG1,CD63,NEFL
GO:0042221	Response to chemical	35	4010	0.44	2.13e-07	9606.ENSP00000001008,9606.ENSP00000162749,9606.ENSP00000254322,9606.ENSP00000256592,9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000296795,9606.ENSP00000298229,9606.ENSP00000303507,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000324856,9606.ENSP00000339328,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000349436,9606.ENSP00000356436,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000375711,9606.ENSP00000376367,9606.ENSP00000379350,9606.ENSP00000379721,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000462468,9606.ENSP00000480132,9606.ENSP00000482169	FKBP4,TNFRSF1A,DNAJB1,TSHB,KDR,STAT5B,TLR3,INPPL1,BCR,DAB2,MET,HCLS1,STK11,PLAUR,SH2B3,CRKL,GFRA1,ADAM15,PLA2G4A,PTPN1,ABL1,SRC,AKT1S1,WASF1,ITGB1,USP8,PLA2G10,MAVS,LYN,ADM,DAG1,ADAM8,YES1,NCAM1,NEFL
GO:1902532	Negative regulation of intracellular signal transduction	14	519	0.93	2.30e-07	9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000320509,9606.ENSP00000324856,9606.ENSP00000339328,9606.ENSP00000345492,9606.ENSP00000352264,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000375711,9606.ENSP00000379350,9606.ENSP00000428924,9606.ENSP00000442600	DAB2,MET,BANK1,STK11,PLAUR,SH2B3,CD2AP,PTPN1,ABL1,SRC,AKT1S1,ITGB1,LYN,DAG1
GO:0009968	Negative regulation of signal transduction	20	1252	0.7	2.70e-07	9606.ENSP00000233154,9606.ENSP00000298229,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000320509,9606.ENSP00000324856,9606.ENSP00000339328,9606.ENSP00000345492,9606.ENSP00000352264,9606.ENSP00000360181,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000375711,9606.ENSP00000379350,9606.ENSP00000386896,9606.ENSP00000389377,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600	NCK2,INPPL1,DAB2,MET,BANK1,STK11,PLAUR,SH2B3,CD2AP,SH2D1A,PTPN1,ABL1,SRC,AKT1S1,ITGB1,ITGA6,NFATC1,LYN,ADM,DAG1
GO:0031347	Regulation of defense response	15	638	0.87	3.23e-07	9606.ENSP00000162749,9606.ENSP00000222005,9606.ENSP00000252483,9606.ENSP00000293328,9606.ENSP00000296795,9606.ENSP00000303507,9606.ENSP00000360181,9606.ENSP00000360683,9606.ENSP00000362680,9606.ENSP00000384364,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000453302,9606.ENSP00000462468	TNFRSF1A,CDC37,NECTIN2,STAT5B,TLR3,BCR,SH2D1A,PTPN1,SRC,NPY,PLA2G10,MAVS,LYN,ADAM8,YES1
GO:0007167	Enzyme-linked receptor protein signaling pathway	15	641	0.86	3.39e-07	9606.ENSP00000233154,9606.ENSP00000263923,9606.ENSP00000276420,9606.ENSP00000293328,9606.ENSP00000308782,9606.ENSP00000317272,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000375711,9606.ENSP00000428924,9606.ENSP00000462468	NCK2,KDR,DOK2,STAT5B,GP6,MET,SH2B3,CRKL,GFRA1,PTPN1,ABL1,SRC,AKT1S1,LYN,YES1
GO:0045859	Regulation of protein kinase activity	15	663	0.85	5.24e-07	9606.ENSP00000222005,9606.ENSP00000233154,9606.ENSP00000296795,9606.ENSP00000313391,9606.ENSP00000324856,9606.ENSP00000345492,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000375711,9606.ENSP00000376024,9606.ENSP00000378845,9606.ENSP00000428924,9606.ENSP00000442600,9606.ENSP00000453302	CDC37,NCK2,TLR3,DAB2,STK11,SH2B3,PTPN1,ABL1,SRC,AKT1S1,SNX9,LAT,LYN,DAG1,ADAM8
GO:0032501	Multicellular organismal process	44	6490	0.33	5.32e-07	9606.ENSP00000001008,9606.ENSP00000162749,9606.ENSP00000233154,9606.ENSP00000245810,9606.ENSP00000252483,9606.ENSP00000254322,9606.ENSP00000263923,9606.ENSP00000264896,9606.ENSP00000280362,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000298229,9606.ENSP00000298527,9606.ENSP00000303507,9606.ENSP00000308782,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000324856,9606.ENSP00000327290,9606.ENSP00000339328,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000349436,9606.ENSP00000352264,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000364711,9606.ENSP00000376367,9606.ENSP00000379350,9606.ENSP00000384364,9606.ENSP00000386896,9606.ENSP00000389377,9606.ENSP00000393847,9606.ENSP00000428924,9606.ENSP00000432472,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000462468,9606.ENSP00000480132,9606.ENSP00000482169,9606.ENSP00000496959	FKBP4,TNFRSF1A,NCK2,PSPN,NECTIN2,DNAJB1,KDR,SCARB2,PTS,STAT5B,ITGA5,TLR3,INPPL1,CLEC1B,BCR,GP6,MET,HCLS1,STK11,ITGA11,PLAUR,SH2B3,CRKL,GFRA1,ADAM15,CD2AP,ABL1,SRC,OGN,WASF1,ITGB1,NPY,ITGA6,NFATC1,PLA2G10,LYN,BRK1,ADM,DAG1,ADAM8,YES1,NCAM1,NEFL,ITGAM
GO:0042981	Regulation of apoptotic process	21	1462	0.65	5.65e-07	9606.ENSP00000162749,9606.ENSP00000233154,9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000313391,9606.ENSP00000320176,9606.ENSP00000339328,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000365458,9606.ENSP00000375711,9606.ENSP00000379350,9606.ENSP00000386896,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000453302,9606.ENSP00000482169,9606.ENSP00000496959	TNFRSF1A,NCK2,KDR,STAT5B,ITGA5,TLR3,DAB2,HCLS1,PLAUR,PTPN1,ABL1,SRC,HNRNPK,AKT1S1,ITGB1,ITGA6,LYN,ADM,ADAM8,NEFL,ITGAM
GO:0045321	Leukocyte activation	14	574	0.88	7.27e-07	9606.ENSP00000005587,9606.ENSP00000233154,9606.ENSP00000293328,9606.ENSP00000296795,9606.ENSP00000303507,9606.ENSP00000320509,9606.ENSP00000324856,9606.ENSP00000361423,9606.ENSP00000378845,9606.ENSP00000379350,9606.ENSP00000384364,9606.ENSP00000393847,9606.ENSP00000428924,9606.ENSP00000496959	SKAP2,NCK2,STAT5B,TLR3,BCR,BANK1,STK11,ABL1,LAT,ITGB1,NPY,PLA2G10,LYN,ITGAM
GO:0051896	Regulation of protein kinase B signaling	9	166	1.23	8.50e-07	9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000320509,9606.ENSP00000324856,9606.ENSP00000345492,9606.ENSP00000362680,9606.ENSP00000379350,9606.ENSP00000442600,9606.ENSP00000453302	MET,HCLS1,BANK1,STK11,SH2B3,SRC,ITGB1,DAG1,ADAM8
GO:0009605	Response to external stimulus	26	2355	0.54	8.74e-07	9606.ENSP00000162749,9606.ENSP00000256592,9606.ENSP00000293328,9606.ENSP00000296795,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000320509,9606.ENSP00000339328,9606.ENSP00000346300,9606.ENSP00000349436,9606.ENSP00000360181,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000384364,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000444810,9606.ENSP00000447730,9606.ENSP00000453302,9606.ENSP00000462468,9606.ENSP00000480132,9606.ENSP00000483825,9606.ENSP00000496959	TNFRSF1A,TSHB,STAT5B,TLR3,BCR,MET,BANK1,PLAUR,CRKL,ADAM15,SH2D1A,ABL1,SRC,NPY,PLA2G10,MAVS,LYN,ADM,DAG1,FKBP5,CD63,ADAM8,YES1,NCAM1,IKBKG,ITGAM
GO:0006950	Response to stress	31	3358	0.46	9.10e-07	9606.ENSP00000162749,9606.ENSP00000222005,9606.ENSP00000233154,9606.ENSP00000254322,9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000298527,9606.ENSP00000308782,9606.ENSP00000324856,9606.ENSP00000339328,9606.ENSP00000346300,9606.ENSP00000349436,9606.ENSP00000360181,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000378845,9606.ENSP00000379350,9606.ENSP00000384364,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000462468,9606.ENSP00000482169,9606.ENSP00000483825,9606.ENSP00000496959	TNFRSF1A,CDC37,NCK2,DNAJB1,KDR,STAT5B,ITGA5,TLR3,CLEC1B,GP6,STK11,PLAUR,CRKL,ADAM15,SH2D1A,PTPN1,ABL1,SRC,LAT,ITGB1,NPY,PLA2G10,MAVS,LYN,ADM,DAG1,ADAM8,YES1,NEFL,IKBKG,ITGAM
GO:0035556	Intracellular signal transduction	21	1518	0.64	9.90e-07	9606.ENSP00000162749,9606.ENSP00000263923,9606.ENSP00000276420,9606.ENSP00000296795,9606.ENSP00000303507,9606.ENSP00000320176,9606.ENSP00000320509,9606.ENSP00000324856,9606.ENSP00000339186,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000376367,9606.ENSP00000378845,9606.ENSP00000379721,9606.ENSP00000389377,9606.ENSP00000428924,9606.ENSP00000432472,9606.ENSP00000436607,9606.ENSP00000483825	TNFRSF1A,KDR,DOK2,TLR3,BCR,HCLS1,BANK1,STK11,GRAP2,SH2B3,CRKL,ABL1,SRC,WASF1,LAT,USP8,NFATC1,LYN,BRK1,ADM,IKBKG
GO:0051173	Positive regulation of nitrogen compound metabolic process	30	3166	0.47	1.02e-06	9606.ENSP00000162749,9606.ENSP00000233154,9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000320509,9606.ENSP00000324856,9606.ENSP00000339328,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000365458,9606.ENSP00000376024,9606.ENSP00000378845,9606.ENSP00000384364,9606.ENSP00000386896,9606.ENSP00000389377,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000462468,9606.ENSP00000483825	TNFRSF1A,NCK2,KDR,STAT5B,ITGA5,TLR3,DAB2,MET,HCLS1,BANK1,STK11,PLAUR,CRKL,GFRA1,PTPN1,ABL1,SRC,HNRNPK,SNX9,LAT,NPY,ITGA6,NFATC1,PLA2G10,MAVS,LYN,DAG1,ADAM8,YES1,IKBKG
GO:0071310	Cellular response to organic substance	24	2019	0.57	1.02e-06	9606.ENSP00000001008,9606.ENSP00000162749,9606.ENSP00000256592,9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000296795,9606.ENSP00000303507,9606.ENSP00000313391,9606.ENSP00000320176,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000349436,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000375711,9606.ENSP00000376367,9606.ENSP00000379721,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000442600,9606.ENSP00000462468	FKBP4,TNFRSF1A,TSHB,KDR,STAT5B,TLR3,BCR,DAB2,HCLS1,SH2B3,CRKL,GFRA1,ADAM15,PTPN1,ABL1,SRC,AKT1S1,WASF1,USP8,PLA2G10,MAVS,LYN,DAG1,YES1
GO:0002694	Regulation of leukocyte activation	14	601	0.86	1.15e-06	9606.ENSP00000233154,9606.ENSP00000252483,9606.ENSP00000293328,9606.ENSP00000303507,9606.ENSP00000320509,9606.ENSP00000356436,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000378845,9606.ENSP00000393847,9606.ENSP00000428924,9606.ENSP00000453302,9606.ENSP00000462468,9606.ENSP00000496959	NCK2,NECTIN2,STAT5B,BCR,BANK1,PLA2G4A,ABL1,SRC,LAT,PLA2G10,LYN,ADAM8,YES1,ITGAM
GO:0051246	Regulation of protein metabolic process	27	2622	0.51	1.56e-06	9606.ENSP00000162749,9606.ENSP00000222005,9606.ENSP00000233154,9606.ENSP00000263923,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000313391,9606.ENSP00000320176,9606.ENSP00000320509,9606.ENSP00000324856,9606.ENSP00000339328,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000375711,9606.ENSP00000376024,9606.ENSP00000378845,9606.ENSP00000379721,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000462468	TNFRSF1A,CDC37,NCK2,KDR,ITGA5,TLR3,DAB2,HCLS1,BANK1,STK11,PLAUR,SH2B3,CRKL,GFRA1,PTPN1,ABL1,SRC,AKT1S1,SNX9,LAT,USP8,PLA2G10,MAVS,LYN,DAG1,ADAM8,YES1
GO:0048513	Animal organ development	30	3246	0.46	1.76e-06	9606.ENSP00000001008,9606.ENSP00000162749,9606.ENSP00000254322,9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000296795,9606.ENSP00000298229,9606.ENSP00000298527,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000324856,9606.ENSP00000327290,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000349436,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000364711,9606.ENSP00000379350,9606.ENSP00000384364,9606.ENSP00000386896,9606.ENSP00000389377,9606.ENSP00000393847,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000482169,9606.ENSP00000496959	FKBP4,TNFRSF1A,DNAJB1,KDR,STAT5B,TLR3,INPPL1,CLEC1B,BCR,MET,HCLS1,STK11,ITGA11,SH2B3,CRKL,GFRA1,ADAM15,ABL1,SRC,OGN,ITGB1,NPY,ITGA6,NFATC1,PLA2G10,LYN,ADM,DAG1,NEFL,ITGAM
GO:1902533	Positive regulation of intracellular signal transduction	17	997	0.73	1.98e-06	9606.ENSP00000162749,9606.ENSP00000233154,9606.ENSP00000263923,9606.ENSP00000296795,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000320509,9606.ENSP00000346300,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000379350,9606.ENSP00000384364,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000453302,9606.ENSP00000483825	TNFRSF1A,NCK2,KDR,TLR3,MET,HCLS1,BANK1,CRKL,PTPN1,ABL1,SRC,ITGB1,NPY,MAVS,LYN,ADAM8,IKBKG
GO:0030154	Cell differentiation	31	3507	0.44	2.39e-06	9606.ENSP00000233154,9606.ENSP00000252483,9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000298527,9606.ENSP00000303507,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000324856,9606.ENSP00000327290,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000349436,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000376367,9606.ENSP00000379350,9606.ENSP00000384364,9606.ENSP00000386896,9606.ENSP00000393847,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000447730,9606.ENSP00000462468,9606.ENSP00000480132,9606.ENSP00000482169,9606.ENSP00000496959	NCK2,NECTIN2,KDR,STAT5B,ITGA5,CLEC1B,BCR,DAB2,MET,HCLS1,STK11,ITGA11,SH2B3,CRKL,GFRA1,ADAM15,ABL1,SRC,WASF1,ITGB1,NPY,ITGA6,PLA2G10,LYN,ADM,DAG1,CD63,YES1,NCAM1,NEFL,ITGAM
GO:0060548	Negative regulation of cell death	17	1016	0.72	2.54e-06	9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000339328,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000365458,9606.ENSP00000379350,9606.ENSP00000384364,9606.ENSP00000386896,9606.ENSP00000453302,9606.ENSP00000482169,9606.ENSP00000483825	KDR,STAT5B,ITGA5,DAB2,MET,HCLS1,PLAUR,PTPN1,ABL1,SRC,HNRNPK,ITGB1,NPY,ITGA6,ADAM8,NEFL,IKBKG
GO:0009987	Cellular process	63	14826	0.12	2.92e-06	9606.ENSP00000001008,9606.ENSP00000005587,9606.ENSP00000162749,9606.ENSP00000222005,9606.ENSP00000233154,9606.ENSP00000245810,9606.ENSP00000252483,9606.ENSP00000254322,9606.ENSP00000256592,9606.ENSP00000263923,9606.ENSP00000264896,9606.ENSP00000276420,9606.ENSP00000280362,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000298229,9606.ENSP00000298527,9606.ENSP00000303507,9606.ENSP00000308782,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000320509,9606.ENSP00000324856,9606.ENSP00000327290,9606.ENSP00000339186,9606.ENSP00000339328,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000349436,9606.ENSP00000352264,9606.ENSP00000356436,9606.ENSP00000360181,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000364711,9606.ENSP00000365458,9606.ENSP00000375711,9606.ENSP00000376024,9606.ENSP00000376367,9606.ENSP00000378845,9606.ENSP00000379350,9606.ENSP00000379721,9606.ENSP00000384364,9606.ENSP00000386896,9606.ENSP00000389377,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000432472,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000444810,9606.ENSP00000447730,9606.ENSP00000453302,9606.ENSP00000462468,9606.ENSP00000480132,9606.ENSP00000482169,9606.ENSP00000483825,9606.ENSP00000496959	FKBP4,SKAP2,TNFRSF1A,CDC37,NCK2,PSPN,NECTIN2,DNAJB1,TSHB,KDR,SCARB2,DOK2,PTS,STAT5B,ITGA5,TLR3,INPPL1,CLEC1B,BCR,GP6,DAB2,MET,HCLS1,BANK1,STK11,ITGA11,GRAP2,PLAUR,SH2B3,CRKL,GFRA1,ADAM15,CD2AP,PLA2G4A,SH2D1A,PTPN1,ABL1,SRC,OGN,HNRNPK,AKT1S1,SNX9,WASF1,LAT,ITGB1,USP8,NPY,ITGA6,NFATC1,PLA2G10,MAVS,LYN,BRK1,ADM,DAG1,FKBP5,CD63,ADAM8,YES1,NCAM1,NEFL,IKBKG,ITGAM
GO:0032103	Positive regulation of response to external stimulus	12	453	0.92	3.75e-06	9606.ENSP00000162749,9606.ENSP00000252483,9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000296795,9606.ENSP00000317272,9606.ENSP00000360181,9606.ENSP00000362680,9606.ENSP00000384364,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000453302	TNFRSF1A,NECTIN2,KDR,STAT5B,TLR3,MET,SH2D1A,SRC,NPY,MAVS,LYN,ADAM8
GO:0043408	Regulation of MAPK cascade	14	668	0.82	3.84e-06	9606.ENSP00000263923,9606.ENSP00000296795,9606.ENSP00000313391,9606.ENSP00000320509,9606.ENSP00000339186,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000384364,9606.ENSP00000428924,9606.ENSP00000442600,9606.ENSP00000453302	KDR,TLR3,DAB2,BANK1,GRAP2,SH2B3,CRKL,PTPN1,ABL1,SRC,NPY,LYN,DAG1,ADAM8
GO:0009893	Positive regulation of metabolic process	32	3847	0.42	4.90e-06	9606.ENSP00000162749,9606.ENSP00000233154,9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000320509,9606.ENSP00000324856,9606.ENSP00000339328,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000365458,9606.ENSP00000376024,9606.ENSP00000378845,9606.ENSP00000384364,9606.ENSP00000386896,9606.ENSP00000389377,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000462468,9606.ENSP00000483825,9606.ENSP00000496959	TNFRSF1A,NCK2,KDR,STAT5B,ITGA5,TLR3,DAB2,MET,HCLS1,BANK1,STK11,PLAUR,CRKL,GFRA1,PTPN1,ABL1,SRC,HNRNPK,SNX9,LAT,NPY,ITGA6,NFATC1,PLA2G10,MAVS,LYN,ADM,DAG1,ADAM8,YES1,IKBKG,ITGAM
GO:0009719	Response to endogenous stimulus	19	1363	0.64	5.04e-06	9606.ENSP00000001008,9606.ENSP00000256592,9606.ENSP00000293328,9606.ENSP00000298229,9606.ENSP00000313391,9606.ENSP00000320176,9606.ENSP00000324856,9606.ENSP00000346300,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000376367,9606.ENSP00000379350,9606.ENSP00000379721,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000462468,9606.ENSP00000482169	FKBP4,TSHB,STAT5B,INPPL1,DAB2,HCLS1,STK11,CRKL,PTPN1,ABL1,SRC,WASF1,ITGB1,USP8,LYN,ADM,DAG1,YES1,NEFL
GO:0070887	Cellular response to chemical stimulus	26	2609	0.49	6.01e-06	9606.ENSP00000001008,9606.ENSP00000162749,9606.ENSP00000256592,9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000296795,9606.ENSP00000303507,9606.ENSP00000313391,9606.ENSP00000320176,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000349436,9606.ENSP00000356436,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000375711,9606.ENSP00000376367,9606.ENSP00000379721,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000462468	FKBP4,TNFRSF1A,TSHB,KDR,STAT5B,TLR3,BCR,DAB2,HCLS1,SH2B3,CRKL,GFRA1,ADAM15,PLA2G4A,PTPN1,ABL1,SRC,AKT1S1,WASF1,USP8,PLA2G10,MAVS,LYN,DAG1,ADAM8,YES1
GO:0010810	Regulation of cell-substrate adhesion	9	217	1.11	6.26e-06	9606.ENSP00000263923,9606.ENSP00000293379,9606.ENSP00000313391,9606.ENSP00000346300,9606.ENSP00000349436,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000384364,9606.ENSP00000442600	KDR,ITGA5,DAB2,CRKL,ADAM15,ABL1,SRC,NPY,DAG1
