#clustering method	cluster number	cluster color	gene count	protein name	protein identifier	protein description
kmeans	6	Green	61	FBP1	9606.ENSP00000408025	Fructose-1,6-bisphosphatase 1; Catalyzes the hydrolysis of fructose 1,6-bisphosphate to fructose 6-phosphate in the presence of divalent cations, acting as a rate-limiting enzyme in gluconeogenesis. Plays a role in regulating glucose sensing and insulin secretion of pancreatic beta-cells. Appears to modulate glycerol gluconeogenesis in liver. Important regulator of appetite and adiposity; increased expression of the protein in liver after nutrient excess increases circulating satiety hormones and reduces appetite-stimulating neuropeptides and thus seems to provide a feedback mechanism  [...] 
kmeans	6	Green	61	FXYD5	9606.ENSP00000444839	FXYD domain-containing ion transport regulator 5; Involved in down-regulation of E-cadherin which results in reduced cell adhesion. Promotes metastasis. Belongs to the FXYD family.
kmeans	6	Green	61	GFER	9606.ENSP00000248114	FAD-linked sulfhydryl oxidase ALR; [Isoform 1]: FAD-dependent sulfhydryl oxidase that regenerates the redox-active disulfide bonds in CHCHD4/MIA40, a chaperone essential for disulfide bond formation and protein folding in the mitochondrial intermembrane space. The reduced form of CHCHD4/MIA40 forms a transient intermolecular disulfide bridge with GFER/ERV1, resulting in regeneration of the essential disulfide bonds in CHCHD4/MIA40, while GFER/ERV1 becomes re-oxidized by donating electrons to cytochrome c or molecular oxygen.
kmeans	6	Green	61	GLB1	9606.ENSP00000306920	Beta-galactosidase; [Isoform 1]: Cleaves beta-linked terminal galactosyl residues from gangliosides, glycoproteins, and glycosaminoglycans.
kmeans	6	Green	61	GSTA1	9606.ENSP00000335620	Glutathione S-transferase A1, N-terminally processed; Glutathione S-transferase that catalyzes the nucleophilic attack of the sulfur atom of glutathione on the electrophilic groups of a wide range of exogenous and endogenous compounds (Probable). Involved in the formation of glutathione conjugates of both prostaglandin A2 (PGA2) and prostaglandin J2 (PGJ2). It also catalyzes the isomerization of D5-androstene-3,17-dione (AD) into D4-androstene- 3,17-dione and may therefore play an important role in hormone biosynthesis. Through its glutathione-dependent peroxidase activity toward the f [...] 
kmeans	6	Green	61	GSTA3	9606.ENSP00000211122	Glutathione S-transferase A3; Conjugation of reduced glutathione to a wide number of exogenous and endogenous hydrophobic electrophiles. Catalyzes isomerization reactions that contribute to the biosynthesis of steroid hormones. Efficiently catalyze obligatory double-bond isomerizations of delta(5)-androstene-3,17-dione and delta(5)-pregnene-3,20-dione, precursors to testosterone and progesterone, respectively.
kmeans	6	Green	61	GUCA2A	9606.ENSP00000349493	HMW-guanylin; Endogenous activator of intestinal guanylate cyclase. It stimulates this enzyme through the same receptor binding region as the heat-stable enterotoxins; Belongs to the guanylin family.
kmeans	6	Green	61	HPGDS	9606.ENSP00000295256	Hematopoietic prostaglandin D synthase; Bifunctional enzyme which catalyzes both the conversion of PGH2 to PGD2, a prostaglandin involved in smooth muscle contraction/relaxation and a potent inhibitor of platelet aggregation, and the conjugation of glutathione with a wide range of aryl halides and organic isothiocyanates. Also exhibits low glutathione-peroxidase activity towards cumene hydroperoxide. Belongs to the GST superfamily. Sigma family.
kmeans	6	Green	61	HSD11B1	9606.ENSP00000355995	Corticosteroid 11-beta-dehydrogenase isozyme 1; Catalyzes reversibly the conversion of cortisol to the inactive metabolite cortisone. Catalyzes reversibly the conversion of 7-ketocholesterol to 7-beta-hydroxycholesterol. In intact cells, the reaction runs only in one direction, from 7-ketocholesterol to 7-beta- hydroxycholesterol (By similarity).
kmeans	6	Green	61	IMPA1	9606.ENSP00000408526	Inositol monophosphatase 1; Responsible for the provision of inositol required for synthesis of phosphatidylinositol and polyphosphoinositides and has been implicated as the pharmacological target for lithium action in brain. Has broad substrate specificity and can use myo-inositol monophosphates, myo-inositol 1,3-diphosphate, myo-inositol 1,4- diphosphate, scyllo-inositol-phosphate, D-galactose 1-phosphate, glucose-1-phosphate, glucose-6-phosphate, fructose-1-phosphate, beta- glycerophosphate, and 2'-AMP as substrates.
kmeans	6	Green	61	INPP1	9606.ENSP00000376142	Inositol polyphosphate-1-phosphatase.
kmeans	6	Green	61	ISM1	9606.ENSP00000262487	Isthmin-1; Acts as an angiogenesis inhibitor. Belongs to the isthmin family.
kmeans	6	Green	61	KAZALD1	9606.ENSP00000359219	Kazal-type serine protease inhibitor domain-containing protein 1; Involved in the proliferation of osteoblasts during bone formation and bone regeneration. Promotes matrix assembly (By similarity).
kmeans	6	Green	61	KYAT1	9606.ENSP00000399415	Kynurenine--oxoglutarate transaminase 1; Catalyzes the irreversible transamination of the L-tryptophan metabolite L-kynurenine to form kynurenic acid (KA). Metabolizes the cysteine conjugates of certain halogenated alkenes and alkanes to form reactive metabolites. Catalyzes the beta-elimination of S-conjugates and Se-conjugates of L-(seleno)cysteine, resulting in the cleavage of the C-S or C-Se bond.
kmeans	6	Green	61	KYNU	9606.ENSP00000264170	Kynureninase; Catalyzes the cleavage of L-kynurenine (L-Kyn) and L-3- hydroxykynurenine (L-3OHKyn) into anthranilic acid (AA) and 3- hydroxyanthranilic acid (3-OHAA), respectively. Has a preference for the L-3-hydroxy form. Also has cysteine-conjugate-beta-lyase activity. Belongs to the kynureninase family.
kmeans	6	Green	61	LRRN1	9606.ENSP00000314901	Leucine rich repeat neuronal 1.
kmeans	6	Green	61	MANSC1	9606.ENSP00000438205	MANSC domain containing 1.
kmeans	6	Green	61	MAX	9606.ENSP00000351490	Protein max; Transcription regulator. Forms a sequence-specific DNA- binding protein complex with MYC or MAD which recognizes the core sequence 5'-CAC[GA]TG-3'. The MYC:MAX complex is a transcriptional activator, whereas the MAD:MAX complex is a repressor. May repress transcription via the recruitment of a chromatin remodeling complex containing H3 'Lys-9' histone methyltransferase activity. Represses MYC transcriptional activity from E-box elements.
kmeans	6	Green	61	METAP1D	9606.ENSP00000315152	Methionine aminopeptidase 1D, mitochondrial; Removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met-Ala-, Cys, Gly, Pro, Ser, Thr, or Val). Requires deformylation of the N(alpha)-formylated initiator methionine before it can be hydrolyzed (By similarity). May play a role in colon tumorigenesis; Belongs to the peptidase M24A family. Methionine aminopeptidase type 1 subfamily.
kmeans	6	Green	61	METAP2	9606.ENSP00000325312	Methionine aminopeptidase 2; Cotranslationally removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met- Ala-, Cys, Gly, Pro, Ser, Thr, or Val). The catalytic activity of human METAP2 toward Met-Val peptides is consistently two orders of magnitude higher than that of METAP1, suggesting that it is responsible for processing proteins containing N-terminal Met-Val and Met-Thr sequences in vivo; Belongs to the peptidase M24A family. Methionine aminopeptidase eukaryotic typ [...] 
kmeans	6	Green	61	MPHOSPH8	9606.ENSP00000355388	M-phase phosphoprotein 8; Heterochromatin component that specifically recognizes and binds methylated 'Lys-9' of histone H3 (H3K9me) and promotes recruitment of proteins that mediate epigenetic repression. Mediates recruitment of the HUSH complex to H3K9me3 sites: the HUSH complex is recruited to genomic loci rich in H3K9me3 and is required to maintain transcriptional silencing by promoting recruitment of SETDB1, a histone methyltransferase that mediates further deposition of H3K9me3, as well as MORC2. Binds H3K9me and promotes DNA methylation by recruiting DNMT3A to target CpG sites;  [...] 
kmeans	6	Green	61	MSRA	9606.ENSP00000313921	Mitochondrial peptide methionine sulfoxide reductase; Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine.
kmeans	6	Green	61	NPDC1	9606.ENSP00000360660	Neural proliferation differentiation and control protein 1; Suppresses oncogenic transformation in neural and non-neural cells and down-regulates neural cell proliferation. Might be involved in transcriptional regulation (By similarity); Belongs to the NPDC1/cab-1 family.
kmeans	6	Green	61	OXT	9606.ENSP00000217386	Oxytocin-neurophysin 1; Neurophysin 1 specifically binds oxytocin.
kmeans	6	Green	61	PADI2	9606.ENSP00000364635	Protein-arginine deiminase type-2; Catalyzes the deimination of arginine residues of proteins.
kmeans	6	Green	61	PBLD	9606.ENSP00000351619	Phenazine biosynthesis like protein domain containing.
kmeans	6	Green	61	PDCD5	9606.ENSP00000466214	Programmed cell death protein 5; May function in the process of apoptosis.
kmeans	6	Green	61	RABGAP1L	9606.ENSP00000251507	Rab GTPase-activating protein 1-like; GTP-hydrolysis activating protein (GAP) for small GTPase RAB22A, converting active RAB22A-GTP to the inactive form RAB22A-GDP. Plays a role in endocytosis and intracellular protein transport. Recruited by ANK2 to phosphatidylinositol 3- phosphate (PI3P)-positive early endosomes, where it inactivates RAB22A, and promotes polarized trafficking to the leading edge of the migrating cells. Part of the ANK2/RABGAP1L complex which is required for the polarized recycling of fibronectin receptor ITGA5 ITGB1 to the plasma membrane that enables continuous dir [...] 
kmeans	6	Green	61	SCLY	9606.ENSP00000499199	Selenocysteine lyase; Catalyzes the decomposition of L-selenocysteine to L-alanine and elemental selenium; Belongs to the class-V pyridoxal-phosphate-dependent aminotransferase family.
kmeans	6	Green	61	SETMAR	9606.ENSP00000373354	Histone-lysine N-methyltransferase SETMAR; Protein derived from the fusion of a methylase with the transposase of an Hsmar1 transposon that plays a role in DNA double- strand break repair, stalled replication fork restart and DNA integration. DNA-binding protein, it is indirectly recruited to sites of DNA damage through protein-protein interactions. Has also kept a sequence-specific DNA-binding activity recognizing the 19-mer core of the 5'-terminal inverted repeats (TIRs) of the Hsmar1 element and displays a DNA nicking and end joining activity. In parallel, has a histone methyltransf [...] 
kmeans	6	Green	61	SHMT1	9606.ENSP00000318868	Serine hydroxymethyltransferase, cytosolic; Interconversion of serine and glycine.
kmeans	6	Green	61	SORD	9606.ENSP00000267814	Sorbitol dehydrogenase; Polyol dehydrogenase that catalyzes the reversible NAD(+)- dependent oxidation of various sugar alcohols. Is mostly active with D- sorbitol (D-glucitol), L-threitol, xylitol and ribitol as substrates, leading to the C2-oxidized products D-fructose, L-erythrulose, D- xylulose, and D-ribulose, respectively. Is a key enzyme in the polyol pathway that interconverts glucose and fructose via sorbitol, which constitutes an important alternate route for glucose metabolism. The polyol pathway is believed to be involved in the etiology of diabetic complications, such as d [...] 
kmeans	6	Green	61	SRPK2	9606.ENSP00000377262	SRSF protein kinase 2 C-terminal; Serine/arginine-rich protein-specific kinase which specifically phosphorylates its substrates at serine residues located in regions rich in arginine/serine dipeptides, known as RS domains and is involved in the phosphorylation of SR splicing factors and the regulation of splicing. Promotes neuronal apoptosis by up-regulating cyclin-D1 (CCND1) expression. This is done by the phosphorylation of SRSF2, leading to the suppression of p53/TP53 phosphorylation thereby relieving the repressive effect of p53/TP53 on cyclin-D1 (CCND1) expression. Phosphorylates  [...] 
kmeans	6	Green	61	SSC4D	9606.ENSP00000275560	Scavenger receptor cysteine-rich domain-containing group B protein; Scavenger receptor cysteine rich family member with 4 domains.
kmeans	6	Green	61	SUMF2	9606.ENSP00000498402	Inactive C-alpha-formylglycine-generating enzyme 2; Lacks formylglycine generating activity and is unable to convert newly synthesized inactive sulfatases to their active form. Inhibits the activation of sulfatases by SUMF1. Belongs to the sulfatase-modifying factor family.
kmeans	6	Green	61	TBC1D23	9606.ENSP00000377700	TBC1 domain family member 23; Putative Rab GTPase-activating protein which plays a role in vesicular trafficking. Involved in endosome-to-Golgi trafficking. Acts as a bridging protein by binding simultaneously to golgins, including GOLGA1 and GOLGA4, located at the trans-Golgi, and to the WASH complex, located on endosome-derived vesicles. Together with WDR11 complex facilitates the golgin-mediated capture of vesicles generated using AP- 1. Plays a role in brain development, including in cortical neuron positioning (By similarity). May also be important for neurite outgrowth, possibly  [...] 
kmeans	6	Green	61	TBCB	9606.ENSP00000221855	Tubulin-folding cofactor B; Binds to alpha-tubulin folding intermediates after their interaction with cytosolic chaperonin in the pathway leading from newly synthesized tubulin to properly folded heterodimer. Involved in regulation of tubulin heterodimer dissociation. May function as a negative regulator of axonal growth (By similarity). Belongs to the TBCB family.
kmeans	6	Green	61	TBCC	9606.ENSP00000361967	Tubulin-specific chaperone C; Tubulin-folding protein; involved in the final step of the tubulin folding pathway; Belongs to the TBCC family.
kmeans	6	Green	61	TBL1X	9606.ENSP00000495556	F-box-like/WD repeat-containing protein TBL1X; F-box-like protein involved in the recruitment of the ubiquitin/19S proteasome complex to nuclear receptor-regulated transcription units. Plays an essential role in transcription activation mediated by nuclear receptors. Probably acts as integral component of corepressor complexes that mediates the recruitment of the 19S proteasome complex, leading to the subsequent proteasomal degradation of transcription repressor complexes, thereby allowing cofactor exchange.
kmeans	6	Green	61	THOP1	9606.ENSP00000304467	Thimet oligopeptidase; Involved in the metabolism of neuropeptides under 20 amino acid residues long. Involved in cytoplasmic peptide degradation. Able to degrade the amyloid-beta precursor protein and generate amyloidogenic fragments.
kmeans	6	Green	61	TPMT	9606.ENSP00000312304	Thiopurine S-methyltransferase; Catalyzes the S-methylation of thiopurine drugs such as 6- mercaptopurine (also called mercaptopurine, 6-MP or its brand name Purinethol) and 6-thioguanine (also called tioguanine or 6-TG) using S- adenosyl-L-methionine as the methyl donor. TPMT activity modulates the cytotoxic effects of thiopurine prodrugs. A natural substrate for this enzyme has yet to be identified; Belongs to the class I-like SAM-binding methyltransferase superfamily. TPMT family.
kmeans	6	Green	61	TST	9606.ENSP00000385828	Thiosulfate sulfurtransferase; Formation of iron-sulfur complexes, cyanide detoxification or modification of sulfur-containing enzymes. Other thiol compounds, besides cyanide, can act as sulfur ion acceptors. Also has weak mercaptopyruvate sulfurtransferase (MST) activity (By similarity). Together with MRPL18, acts as a mitochondrial import factor for the cytosolic 5S rRNA. Only the nascent unfolded cytoplasmic form is able to bind to the 5S rRNA.
kmeans	6	Green	61	TXNRD1	9606.ENSP00000434516	Thioredoxin reductase 1, cytoplasmic; Isoform 1 may possess glutaredoxin activity as well as thioredoxin reductase activity and induces actin and tubulin polymerization, leading to formation of cell membrane protrusions. Isoform 4 enhances the transcriptional activity of estrogen receptors alpha and beta while isoform 5 enhances the transcriptional activity of the beta receptor only. Isoform 5 also mediates cell death induced by a combination of interferon-beta and retinoic acid.
kmeans	7	Blue	47	ACTA2	9606.ENSP00000224784	Actin, aortic smooth muscle, intermediate form; Actins are highly conserved proteins that are involved in various types of cell motility and are ubiquitously expressed in all eukaryotic cells.
kmeans	7	Blue	47	ACVRL1	9606.ENSP00000373574	Serine/threonine-protein kinase receptor R3; Type I receptor for TGF-beta family ligands BMP9/GDF2 and BMP10 and important regulator of normal blood vessel development. On ligand binding, forms a receptor complex consisting of two type II and two type I transmembrane serine/threonine kinases. Type II receptors phosphorylate and activate type I receptors which autophosphorylate, then bind and activate SMAD transcriptional regulators. May bind activin as well.
kmeans	7	Blue	47	ANGPTL4	9606.ENSP00000301455	Angiopoietin-related protein 4; Mediates inactivation of the lipoprotein lipase LPL, and thereby plays a role in the regulation of triglyceride clearance from the blood serum and in lipid metabolism. May also play a role in regulating glucose homeostasis and insulin sensitivity (Probable). Inhibits proliferation, migration, and tubule formation of endothelial cells and reduces vascular leakage. Upon heterologous expression, inhibits the adhesion of endothelial cell to the extracellular matrix (ECM), and inhibits the reorganization of the actin cytoskeleton, formation of actin stress fi [...] 
kmeans	7	Blue	47	CA3	9606.ENSP00000285381	Carbonic anhydrase 3; Reversible hydration of carbon dioxide.
kmeans	7	Blue	47	CCN1	9606.ENSP00000398736	CCN family member 1; Promotes cell proliferation, chemotaxis, angiogenesis and cell adhesion. Appears to play a role in wound healing by up- regulating, in skin fibroblasts, the expression of a number of genes involved in angiogenesis, inflammation and matrix remodeling including VEGA-A, VEGA-C, MMP1, MMP3, TIMP1, uPA, PAI-1 and integrins alpha-3 and alpha-5. CCN1-mediated gene regulation is dependent on heparin-binding. Down-regulates the expression of alpha-1 and alpha-2 subunits of collagen type-1. Promotes cell adhesion and adhesive signaling through integrin alpha-6/beta-1, cell m [...] 
kmeans	7	Blue	47	CD99L2	9606.ENSP00000480322	CD99 antigen-like protein 2; Plays a role in a late step of leukocyte extravasation helping cells to overcome the endothelial basement membrane. Acts at the same site as, but independently of, PECAM1 (By similarity). Homophilic adhesion molecule, but these interactions may not be required for cell aggregation (By similarity); Belongs to the CD99 family.
kmeans	7	Blue	47	CDKN2D	9606.ENSP00000377224	Cyclin-dependent kinase 4 inhibitor D; Interacts strongly with CDK4 and CDK6 and inhibits them. Belongs to the CDKN2 cyclin-dependent kinase inhibitor family.
kmeans	7	Blue	47	COL4A1	9606.ENSP00000364979	Collagen alpha-1(IV) chain; Type IV collagen is the major structural component of glomerular basement membranes (GBM), forming a 'chicken-wire' meshwork together with laminins, proteoglycans and entactin/nidogen.
kmeans	7	Blue	47	COL6A3	9606.ENSP00000295550	Collagen alpha-3(VI) chain; Collagen VI acts as a cell-binding protein.
kmeans	7	Blue	47	DCN	9606.ENSP00000052754	Decorin; May affect the rate of fibrils formation.
kmeans	7	Blue	47	F11R	9606.ENSP00000357005	Junctional adhesion molecule A; Seems to play a role in epithelial tight junction formation. Appears early in primordial forms of cell junctions and recruits PARD3. The association of the PARD6-PARD3 complex may prevent the interaction of PARD3 with JAM1, thereby preventing tight junction assembly (By similarity). Plays a role in regulating monocyte transmigration involved in integrity of epithelial barrier (By similarity). Ligand for integrin alpha-L/beta-2 involved in memory T- cell and neutrophil transmigration. Involved in platelet activation. (Microbial infection) Acts as a recept [...] 
kmeans	7	Blue	47	FCN2	9606.ENSP00000291744	Ficolin-2; May function in innate immunity through activation of the lectin complement pathway. Calcium-dependent and GlcNAc-binding lectin. Enhances phagocytosis of S.typhimurium by neutrophils, suggesting an opsonic effect via the collagen region.
kmeans	7	Blue	47	FCRL5	9606.ENSP00000354691	Fc receptor-like protein 5; May be involved in B-cell development and differentiation in peripheral lymphoid organs and may be useful markers of B-cell stages. May have an immunoregulatory role in marginal zone B-cells.
kmeans	7	Blue	47	FGF2	9606.ENSP00000264498	Fibroblast growth factor 2; Acts as a ligand for FGFR1, FGFR2, FGFR3 and FGFR4. Also acts as an integrin ligand which is required for FGF2 signaling. Binds to integrin ITGAV:ITGB3. Plays an important role in the regulation of cell survival, cell division, cell differentiation and cell migration. Functions as a potent mitogen in vitro. Can induce angiogenesis.
kmeans	7	Blue	47	FLI1	9606.ENSP00000433488	Friend leukemia integration 1 transcription factor; Sequence-specific transcriptional activator. Recognizes the DNA sequence 5'- C[CA]GGAAGT-3'; Belongs to the ETS family.
kmeans	7	Blue	47	FSTL3	9606.ENSP00000166139	Follistatin-related protein 3; Isoform 1 or the secreted form is a binding and antagonizing protein for members of the TGF-beta family, such us activin, BMP2 and MSTN. Inhibits activin A-, activin B-, BMP2- and MSDT-induced cellular signaling; more effective on activin A than on activin B. Involved in bone formation; inhibits osteoclast differentiationc. Involved in hematopoiesis; involved in differentiation of hemopoietic progenitor cells, increases hematopoietic cell adhesion to fibronectin and seems to contribute to the adhesion of hematopoietic precursor cells to the bone marrow st [...] 
kmeans	7	Blue	47	FURIN	9606.ENSP00000483552	Furin; Ubiquitous endoprotease within constitutive secretory pathways capable of cleavage at the RX(K/R)R consensus motif. Mediates processing of TGFB1, an essential step in TGF-beta-1 activation. (Microbial infection) Required for H7N1 and H5N1 influenza virus infection probably by cleaving hemagglutinin.
kmeans	7	Blue	47	GZMH	9606.ENSP00000216338	Granzyme H; Cytotoxic chymotrypsin-like serine protease with preference for bulky and aromatic residues at the P1 position and acidic residues at the P3' and P4' sites. Probably necessary for target cell lysis in cell-mediated immune responses. Participates in the antiviral response via direct cleavage of several proteins essential for viral replication.
kmeans	7	Blue	47	HAVCR2	9606.ENSP00000312002	Hepatitis A virus cellular receptor 2; Cell surface receptor implicated in modulating innate and adaptive immune responses. Generally accepted to have an inhibiting function. Reports on stimulating functions suggest that the activity may be influenced by the cellular context and/or the respective ligand. Regulates macrophage activation. Inhibits T-helper type 1 lymphocyte (Th1)-mediated auto- and alloimmune responses and promotes immunological tolerance. In CD8+ cells attenuates TCR-induced signaling, specifically by blocking NF-kappaB and NFAT promoter activities resulting in the loss [...] 
kmeans	7	Blue	47	IGFBP2	9606.ENSP00000233809	Insulin-like growth factor-binding protein 2; Inhibits IGF-mediated growth and developmental rates. IGF- binding proteins prolong the half-life of the IGFs and have been shown to either inhibit or stimulate the growth promoting effects of the IGFs on cell culture. They alter the interaction of IGFs with their cell surface receptors.
kmeans	7	Blue	47	INHBC	9606.ENSP00000308716	Inhibin beta C chain; Inhibins and activins inhibit and activate, respectively, the secretion of follitropin by the pituitary gland. Inhibins/activins are involved in regulating a number of diverse functions such as hypothalamic and pituitary hormone secretion, gonadal hormone secretion, germ cell development and maturation, erythroid differentiation, insulin secretion, nerve cell survival, embryonic axial development or bone growth, depending on their subunit composition. Inhibins appear to oppose the functions of activins; Belongs to the TGF-beta family.
kmeans	7	Blue	47	LTBP2	9606.ENSP00000261978	Latent-transforming growth factor beta-binding protein 2; May play an integral structural role in elastic-fiber architectural organization and/or assembly. Belongs to the LTBP family.
kmeans	7	Blue	47	LTBP3	9606.ENSP00000301873	Latent-transforming growth factor beta-binding protein 3; Key regulator of transforming growth factor beta (TGFB1, TGFB2 and TGFB3) that controls TGF-beta activation by maintaining it in a latent state during storage in extracellular space. Associates specifically via disulfide bonds with the Latency-associated peptide (LAP), which is the regulatory chain of TGF-beta, and regulates integrin-dependent activation of TGF-beta.
kmeans	7	Blue	47	NFKBIE	9606.ENSP00000275015	NF-kappa-B inhibitor epsilon; Inhibits NF-kappa-B by complexing with and trapping it in the cytoplasm. Inhibits DNA-binding of NF-kappa-B p50-p65 and p50-c-Rel complexes.
kmeans	7	Blue	47	NID1	9606.ENSP00000264187	Nidogen-1; Sulfated glycoprotein widely distributed in basement membranes and tightly associated with laminin. Also binds to collagen IV and perlecan. It probably has a role in cell-extracellular matrix interactions.
kmeans	7	Blue	47	NPPB	9606.ENSP00000365651	Brain natriuretic peptide 32; Cardiac hormone which may function as a paracrine antifibrotic factor in the heart. Also plays a key role in cardiovascular homeostasis through natriuresis, diuresis, vasorelaxation, and inhibition of renin and aldosterone secretion. Specifically binds and stimulates the cGMP production of the NPR1 receptor. Binds the clearance receptor NPR3. Belongs to the natriuretic peptide family.
kmeans	7	Blue	47	NRP1	9606.ENSP00000265371	Neuropilin-1; Receptor involved in the development of the cardiovascular system, in angiogenesis, in the formation of certain neuronal circuits and in organogenesis outside the nervous system. It mediates the chemorepulsant activity of semaphorins. It binds to semaphorin 3A, The PLGF-2 isoform of PGF, The VEGF165 isoform of VEGFA and VEGFB. Coexpression with KDR results in increased VEGF165 binding to KDR as well as increased chemotaxis. Regulates VEGF-induced angiogenesis. Binding to VEGFA initiates a signaling pathway needed for motor neuron axon guidance and cell body migration, inc [...] 
kmeans	7	Blue	47	NUB1	9606.ENSP00000454264	NEDD8 ultimate buster 1; Specific down-regulator of the NEDD8 conjugation system. Recruits NEDD8, UBD, and their conjugates to the proteasome for degradation. Isoform 1 promotes the degradation of NEDD8 more efficiently than isoform 2.
kmeans	7	Blue	47	PPP1R9B	9606.ENSP00000478767	Neurabin-2; Seems to act as a scaffold protein in multiple signaling pathways. Modulates excitatory synaptic transmission and dendritic spine morphology. Binds to actin filaments (F-actin) and shows cross- linking activity. Binds along the sides of the F-actin. May play an important role in linking the actin cytoskeleton to the plasma membrane at the synaptic junction. Believed to target protein phosphatase 1/PP1 to dendritic spines, which are rich in F-actin, and regulates its specificity toward ion channels and other substrates, such as AMPA-type and NMDA-type glutamate receptors. Pl [...] 
kmeans	7	Blue	47	PSG1	9606.ENSP00000308970	Pregnancy specific beta-1-glycoprotein 1; Belongs to the immunoglobulin superfamily. CEA family.
kmeans	7	Blue	47	PSME1	9606.ENSP00000372155	Proteasome activator complex subunit 1; Implicated in immunoproteasome assembly and required for efficient antigen processing. The PA28 activator complex enhances the generation of class I binding peptides by altering the cleavage pattern of the proteasome.
kmeans	7	Blue	47	REN	9606.ENSP00000272190	Renin; Renin is a highly specific endopeptidase, whose only known function is to generate angiotensin I from angiotensinogen in the plasma, initiating a cascade of reactions that produce an elevation of blood pressure and increased sodium retention by the kidney.
kmeans	7	Blue	47	SDC4	9606.ENSP00000361818	Syndecan-4; Cell surface proteoglycan that bears heparan sulfate. Regulates exosome biogenesis in concert with SDCBP and PDCD6IP.
kmeans	7	Blue	47	SERPINE1	9606.ENSP00000223095	Plasminogen activator inhibitor 1; Serine protease inhibitor. Inhibits TMPRSS7. Is a primary inhibitor of tissue-type plasminogen activator (PLAT) and urokinase-type plasminogen activator (PLAU). As PLAT inhibitor, it is required for fibrinolysis down-regulation and is responsible for the controlled degradation of blood clots. As PLAU inhibitor, it is involved in the regulation of cell adhesion and spreading. Acts as a regulator of cell migration, independently of its role as protease inhibitor. It is required for stimulation of keratinocyte migration during cutaneous injury repair. It [...] 
kmeans	7	Blue	47	SMAD1	9606.ENSP00000305769	Mothers against decapentaplegic homolog 1; Transcriptional modulator activated by BMP (bone morphogenetic proteins) type 1 receptor kinase. SMAD1 is a receptor- regulated SMAD (R-SMAD). SMAD1/OAZ1/PSMB4 complex mediates the degradation of the CREBBP/EP300 repressor SNIP1. May act synergistically with SMAD4 and YY1 in bone morphogenetic protein (BMP)- mediated cardiac-specific gene expression. Belongs to the dwarfin/SMAD family.
kmeans	7	Blue	47	SPARC	9606.ENSP00000231061	SPARC; Appears to regulate cell growth through interactions with the extracellular matrix and cytokines. Binds calcium and copper, several types of collagen, albumin, thrombospondin, PDGF and cell membranes. There are two calcium binding sites; an acidic domain that binds 5 to 8 Ca(2+) with a low affinity and an EF-hand loop that binds a Ca(2+) ion with a high affinity.
kmeans	7	Blue	47	SPON1	9606.ENSP00000460236	Spondin-1; Cell adhesion protein that promotes the attachment of spinal cord and sensory neuron cells and the outgrowth of neurites in vitro. May contribute to the growth and guidance of axons in both the spinal cord and the PNS (By similarity). Major factor for vascular smooth muscle cell.
kmeans	7	Blue	47	TGFB1	9606.ENSP00000221930	Transforming growth factor beta-1 proprotein; Transforming growth factor beta-1 proprotein: Precursor of the Latency-associated peptide (LAP) and Transforming growth factor beta-1 (TGF-beta-1) chains, which constitute the regulatory and active subunit of TGF-beta-1, respectively. Transforming growth factor beta-1: Multifunctional protein that regulates the growth and differentiation of various cell types and is involved in various processes, such as normal development, immune function, microglia function and responses to neurodegeneration (By similarity). Activation into mature form fo [...] 
kmeans	7	Blue	47	TGFBI	9606.ENSP00000416330	Transforming growth factor-beta-induced protein ig-h3; Plays a role in cell adhesion. May play a role in cell-collagen interactions (By similarity).
kmeans	7	Blue	47	TGFBR2	9606.ENSP00000351905	TGF-beta receptor type-2; Transmembrane serine/threonine kinase forming with the TGF- beta type I serine/threonine kinase receptor, TGFBR1, the non- promiscuous receptor for the TGF-beta cytokines TGFB1, TGFB2 and TGFB3. Transduces the TGFB1, TGFB2 and TGFB3 signal from the cell surface to the cytoplasm and is thus regulating a plethora of physiological and pathological processes including cell cycle arrest in epithelial and hematopoietic cells, control of mesenchymal cell proliferation and differentiation, wound healing, extracellular matrix production, immunosuppression and carcinoge [...] 
kmeans	7	Blue	47	TIMP3	9606.ENSP00000266085	Metalloproteinase inhibitor 3; Complexes with metalloproteinases (such as collagenases) and irreversibly inactivates them by binding to their catalytic zinc cofactor. May form part of a tissue-specific acute response to remodeling stimuli. Known to act on MMP-1, MMP-2, MMP-3, MMP-7, MMP-9, MMP-13, MMP-14 and MMP-15.
kmeans	7	Blue	47	TIMP4	9606.ENSP00000287814	Metalloproteinase inhibitor 4; Complexes with metalloproteinases (such as collagenases) and irreversibly inactivates them by binding to their catalytic zinc cofactor. Known to act on MMP-1, MMP-2, MMP-3, MMP-7 and MMP-9.
